"user_id","age","male","friend_cnt","avg_friend_age","avg_friend_male","friend_country_cnt","subscriber_friend_cnt","songsListened","lovedTracks","posts","playlists","shouts","delta_friend_cnt","delta_avg_friend_age","delta_avg_friend_male","delta_friend_country_cnt","delta_subscriber_friend_cnt","delta_songsListened","delta_lovedTracks","delta_posts","delta_playlists","delta_shouts","tenure","good_country","delta_good_country"
347710,25,1,17,25.75,0.714285714,4,0,44911,0,18,0,49,0,0.25,0,0,0,1552,0,0,0,0,83,0,0
347725,21,0,19,22.53333333,0.166666667,5,1,6623,32,0,0,26,1,0.2,-0.009803922,0,0,446,4,0,0,0,20,0,0
347806,21,1,3,25,0.5,2,0,9105,16,80,0,46,0,0,0,0,0,324,0,2,0,3,49,0,0
347832,18,1,3,19,0.5,2,0,9575,0,1,0,3,0,1,0,0,0,0,0,0,0,0,44,1,0
347846,26,1,10,22.88888889,0.444444444,2,1,57057,1179,0,1,14,-3,-1.64957265,0.080808081,-2,1,13831,26,0,0,2,33,0,0
347899,25,0,1,27,0,1,0,323,18,0,1,2,0,0,0,0,0,0,0,0,0,0,50,1,0
347943,22,0,19,25.26666667,0.571428571,6,0,48849,56,0,1,26,0,0.2,0,0,0,0,0,0,0,0,58,1,0
347945,22,1,4,24,0.666666667,2,0,50996,11,65,1,147,0,0,0,-1,0,0,0,0,0,0,70,0,0
348098,22,1,7,21.33333333,0.857142857,1,0,14789,1,0,0,0,0,0,0,0,0,0,0,0,0,0,68,1,0
348186,19,1,37,20.21212121,0.5,8,0,6917,6,0,0,96,-2,0.363636364,0.02631579,0,0,0,0,0,0,0,22,0,0
348201,17,0,57,20.19565217,0.711538462,13,0,22527,53,2,0,33,-1,0.36586494,0.013425254,0,0,0,0,0,0,0,29,0,0
348279,21,1,203,20.02352941,0.78021978,24,4,15152,94,0,1,164,38,0.477430121,0.005385343,2,0,1317,11,0,0,29,28,0,0
348288,20,1,4,20,0.5,1,0,27990,44,0,1,0,0,0,0,0,0,0,0,0,0,0,68,0,0
348348,18,0,5,25,0.8,2,1,124,14,0,0,6,0,0.2,0,0,1,0,0,0,0,0,42,1,0
348355,21,1,37,21.82758621,0.264705882,1,0,15873,83,0,1,42,0,0.041871921,0,0,0,264,0,0,0,0,37,0,0
348419,23,1,3,23.66666667,1,1,0,7185,0,0,0,1,0,0,0,0,0,842,0,0,0,0,25,0,0
348443,21,1,11,19.7,0.571428571,1,0,1186,0,0,0,3,1,-0.077777778,0.071428571,0,0,31,0,0,0,0,44,0,0
348503,31,1,9,26,0.428571429,3,1,7071,223,1,0,8,0,0.25,0,0,0,0,0,0,0,0,78,0,0
348573,19,1,43,20.31428571,0.731707317,4,1,4832,133,0,0,1,-1,0.397619048,0.017421603,1,-1,1863,6,0,0,0,30,0,0
348643,23,0,3,21.5,1,1,0,5723,17,0,0,2,0,0,0,0,0,437,0,0,0,0,19,0,0
348664,25,0,50,25.39393939,0.756097561,15,1,36204,419,1,1,36,1,0.136796537,0,0,1,2051,34,0,0,0,66,0,0
348665,31,0,2,29.5,1,2,0,234,7,0,1,3,0,0,0,0,0,0,0,0,0,0,45,1,0
348715,18,0,48,20.08333333,0.522727273,3,1,25534,4,8,0,2,7,0.145833333,-0.092657343,2,1,8042,-384,3,0,2,14,0,0
348755,29,0,1,32,0,1,0,12,2,0,1,2,0,1,0,0,0,0,0,0,0,0,33,1,0
348760,24,1,21,23.11111111,0.578947368,8,0,30604,29,1,1,13,-1,0.374269006,-0.021052632,0,0,2487,2,0,0,0,70,0,0
348775,21,0,17,21.54545455,0.857142857,7,1,8162,325,0,1,26,-1,0.378787879,0.057142857,0,1,0,0,0,0,0,37,1,0
348864,17,1,2,19.5,1,2,0,1182,17,0,1,1,0,-1.5,0,0,0,0,0,0,0,0,12,1,0
348939,17,1,1,14,0,1,0,14588,18,0,1,1,-1,-2,-0.5,-1,0,0,0,0,0,0,17,0,0
348995,17,1,4,23.25,1,1,0,4941,214,0,0,0,0,0,0,0,0,1483,3,0,0,0,12,1,0
349029,17,0,13,17,0.727272727,3,0,7017,83,0,1,10,2,0.333333333,-0.050505051,1,0,1436,9,0,1,1,8,0,0
349128,37,0,3,30,0,1,0,4771,113,0,1,2,0,0,0,0,0,0,0,0,0,0,18,1,0
349197,24,0,2,28,1,1,0,3022,1,0,1,3,0,1,0,0,0,0,0,0,0,0,56,0,0
349278,21,0,51,22.97674419,0.888888889,4,0,9316,87,0,0,63,-1,0.093023256,-0.002415459,-2,0,28,0,0,0,4,40,0,0
349328,21,1,325,19.1942446,0.768211921,31,3,59901,0,0,1,173,-2,0.27668188,-0.002279883,-1,0,4442,0,0,0,4,44,0,0
349346,35,0,15,28.18181818,0.25,6,0,1983,58,0,1,2,0,0.098484849,0,0,0,0,0,0,0,0,59,0,0
349356,22,1,5,27,1,2,0,47416,584,0,1,3,0,0.25,0,0,0,2822,19,0,0,0,58,1,0
349370,20,1,3,17.33333333,0.333333333,1,0,34413,2,0,0,5,0,0.333333333,0,0,0,0,0,0,0,0,55,1,0
349443,29,1,2,31.5,0.5,2,0,11399,12,0,1,4,0,0,0,0,0,2449,0,0,1,0,27,1,0
349593,24,1,16,21.92307692,0.6,3,0,20824,1,0,1,49,0,0.230769231,0,0,0,0,0,0,0,0,54,0,0
349653,25,1,12,23.77777778,0.6,3,0,15989,50,2,0,4,0,0.666666667,0,1,-1,434,0,0,0,0,58,0,0
349722,23,0,4,24.33333333,0.666666667,1,0,9670,175,1,1,26,0,0.666666667,0,0,-1,0,0,0,0,0,42,0,0
349782,22,1,7,22,1,1,0,10777,0,4,0,102,0,0.25,0,0,0,0,0,0,0,0,65,0,0
349814,34,1,5,25,0.2,1,0,960,2,0,1,3,0,0.2,0,0,0,119,0,0,0,0,51,0,0
349830,32,0,15,29.77777778,0.75,3,1,5580,11,0,0,16,2,0.206349206,0.05,0,0,212,0,0,0,0,54,0,0
349835,24,0,4,30.66666667,0,2,0,47324,19,0,0,5,0,0.333333333,0,0,0,0,0,0,0,0,52,0,0
349940,26,1,18,25.92307692,0.6,5,0,14128,19,0,1,8,0,0.153846154,0,0,0,0,0,0,0,0,52,0,0
349988,26,1,1,24,0,1,0,331,3,0,1,3,0,1,0,0,0,0,0,0,0,0,58,1,0
349993,20,1,81,18.88135593,0.424657534,14,0,3638,76,0,0,76,26,0.515502274,-0.044730221,3,0,1474,13,0,0,3,11,0,0
350014,20,1,4,18.66666667,0.75,1,0,33273,122,3,1,0,0,0,0,0,0,2705,1,0,0,-2,34,0,0
350109,20,1,5,19.33333333,0.5,1,0,2764,0,0,0,4,-1,1.333333333,0.1,0,0,49,0,0,0,0,8,0,0
350111,20,0,1,22,1,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22,0,0
350166,19,1,4,19,1,1,0,1729,40,0,0,2,0,0.75,0,0,0,0,0,0,0,0,26,0,0
350184,21,1,2,23,1,1,0,889,0,0,1,1,1,1,0,0,0,762,0,0,0,0,7,0,0
350267,23,1,28,23.42857143,0.88,7,1,17356,0,5,0,56,0,0.238095238,-0.004615385,0,0,90,0,0,0,0,68,0,0
350327,23,0,5,22.8,0.6,3,0,900,30,0,0,6,0,0.2,0,0,0,0,0,0,0,0,18,1,0
350357,19,1,1,19,1,1,0,15,0,0,0,3,0,0,0,0,0,0,0,0,0,0,53,1,0
350366,22,1,70,22.28070175,0.564516129,11,4,158987,1552,11,1,96,2,0.2261563,-0.009254363,0,2,5886,37,0,0,2,72,0,0
350382,19,0,2,21.5,0.5,2,0,2085,0,0,1,2,0,0.5,0,0,0,0,0,0,0,0,60,0,0
350395,17,1,1,22,1,1,0,13815,19,0,1,1,0,0,0,0,0,3066,12,0,0,0,16,0,0
350438,24,1,14,24.84615385,1,1,0,29976,45,2,1,6,2,0.096153846,0,0,0,1248,1,0,0,2,88,1,0
350486,24,1,1,24,1,1,0,3893,36,0,0,3,0,0,0,0,0,0,0,0,0,0,68,0,0
350517,22,1,5,22.6,0,4,0,9030,1,0,1,7,0,0.4,0,0,0,0,0,0,0,0,30,0,0
350533,31,1,6,19.6,0.6,2,0,57627,3,0,0,2,0,0.2,0,0,0,4764,0,0,0,0,69,1,0
350538,27,1,11,28.42857143,0.222222222,3,1,16164,271,0,0,9,-1,0.553571429,-0.077777778,0,0,1017,0,0,0,0,67,1,0
350591,22,0,16,23.71428571,0.642857143,6,0,18774,147,4,0,6,0,0.357142857,0,0,0,434,3,0,0,0,34,1,0
350657,25,1,20,27.28571429,0.7,3,0,39508,12,3,0,4,0,0.214285714,0,0,-1,13,0,0,0,0,70,1,0
350678,21,0,1,18,0,1,0,2511,13,0,0,2,0,0,0,0,0,0,0,0,0,0,21,1,0
350683,27,1,2,28.5,1,1,0,5573,63,0,1,0,0,1,0,0,0,0,0,0,0,0,73,1,0
350723,30,1,5,34,1,1,0,6153,21,0,1,2,0,1,0,0,0,829,0,0,0,0,39,0,0
350766,23,0,12,23.125,0.9,3,0,41583,216,0,0,55,1,0,0.011111111,0,0,0,0,0,0,1,36,0,0
350820,29,1,1,24,0,1,0,1448,1,0,0,1,0,0,0,0,0,0,0,0,0,0,61,0,0
350838,14,1,3,23,0.666666667,1,0,2097,10,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0
350846,22,1,17,24.75,0.733333333,3,1,13228,131,0,0,9,0,0.25,0,0,0,0,0,0,0,0,44,0,0
350856,40,1,1,35,1,1,1,18013,427,0,1,4,0,0,0,0,0,0,0,0,0,0,58,1,0
350862,18,0,5,19,0.75,1,0,1138,0,0,0,3,0,0,0,0,0,0,0,0,0,0,38,0,0
350898,60,1,92,32.57352941,0.154761905,24,7,23348,541,0,1,247,-1,0.240196078,0.001820728,0,-1,0,0,0,0,3,47,1,0
351014,18,0,19,19.5625,0.52631579,8,0,1750,38,0,0,20,-1,0.268382353,0.02631579,0,0,0,0,0,0,0,31,0,0
351079,20,1,25,19.59090909,0.541666667,6,0,84315,296,0,0,27,3,-0.009090909,-0.003787879,1,0,24834,27,0,0,2,27,0,0
351270,30,1,2,22,0,1,0,456,22,0,2,1,0,1,0,0,0,0,0,0,0,0,48,0,0
351343,25,1,7,22,1,1,0,327,17,0,0,1,0,0,0,0,0,0,0,0,0,0,61,0,0
351363,31,1,10,28.28571429,0.444444444,3,0,199,24,0,0,5,0,0.285714286,0,0,0,0,0,0,0,0,9,0,0
351375,21,1,18,22.375,0.722222222,7,0,24091,144,0,1,6,0,0.25,0,0,0,78,0,0,0,0,49,1,0
351415,27,1,2,26.5,0.5,1,0,5459,50,0,1,2,0,1,0,0,0,597,0,0,0,0,49,0,0
351477,19,1,1,19,0,1,0,1270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,1,0
351621,38,1,9,34.71428571,0.833333333,3,0,1247,115,0,1,4,0,0.285714286,0,0,0,0,0,0,0,0,60,0,0
351646,25,1,5,22.2,0.6,1,0,4011,8,0,0,1,0,0.2,0,0,0,1585,0,0,0,0,8,0,0
351651,24,1,2,25,0,2,0,5625,3,0,1,2,0,0,0,0,0,0,0,0,0,0,48,0,0
351695,23,0,11,23.125,0.666666667,3,0,42633,61,0,1,28,0,0.125,0,0,0,0,0,0,0,0,60,0,0
351723,30,1,9,27,0.625,3,0,14580,38,1,1,12,0,0.333333333,0,0,0,793,2,0,0,0,78,1,0
351744,36,1,11,36.42857143,0.857142857,1,0,15069,68,9,1,4,0,0.428571429,0,0,0,850,0,0,0,0,67,1,0
351771,27,1,4,27.25,0.5,1,0,525,0,0,0,1,0,0,0,0,0,0,0,0,0,0,40,1,0
351828,30,1,40,28.73076923,0.64516129,6,0,42333,289,4,0,79,0,-0.230769231,-0.01108871,0,-2,1094,5,0,0,0,73,1,0
351860,32,1,18,30.63636364,1,4,2,8205,153,7,0,15,1,-0.463636364,0,0,0,999,42,0,0,1,65,0,0
351868,23,1,58,21.23255814,0.615384615,7,1,22833,19,0,1,35,4,0.58255814,-0.009615385,1,0,610,1,0,0,0,33,0,0
351972,21,0,6,20,1,2,1,27024,61,0,0,3,0,0.333333333,0,0,0,1100,2,0,0,0,28,1,0
351975,20,1,9,20.28571429,0.857142857,1,0,1903,58,0,0,2,0,0.428571429,0,0,0,0,0,0,0,0,14,1,0
351984,28,1,4,25,0,2,0,1839,12,0,1,8,0,0.5,0,0,0,0,0,0,0,0,68,0,0
352098,27,1,21,21.83333333,0.65,5,0,26630,8,0,0,5,0,0.111111111,0,0,0,2806,0,0,0,0,23,1,0
352332,26,1,1,26,1,1,0,2671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0
352369,18,0,46,21.60606061,0.463414634,19,0,42725,196,3,1,30,5,0.26123302,-0.023071852,1,0,4966,20,0,0,2,33,0,0
352373,19,0,1,18,0,1,0,1553,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,0,0
352389,31,0,9,23.33333333,1,3,1,9750,29,1,1,4,0,0.333333333,0,0,0,0,0,0,0,0,63,1,0
352394,30,1,4,24.66666667,1,2,0,50070,15,0,0,10,0,0,0,0,0,9,0,0,0,0,60,1,0
352399,17,0,2,17.5,0,2,0,198,29,0,1,6,0,0,0,0,0,0,0,0,0,0,35,0,0
352424,20,0,64,23,0.442307692,20,1,38503,92,0,0,79,1,0.097560976,-0.019230769,-2,-1,3539,-8,0,0,14,22,1,0
352429,18,0,1,19,0,1,0,342,0,0,0,2,0,1,0,0,0,0,0,0,0,0,8,0,0
352440,30,1,5,24.5,0.666666667,1,0,26221,234,0,1,3,0,0,0,0,0,0,0,0,0,0,86,0,0
352447,21,0,17,20.33333333,0.764705882,7,0,11281,135,0,1,4,0,0.266666667,0,0,0,257,0,0,0,0,29,0,0
352549,22,0,3,22,0,1,0,25264,1,0,0,3,0,0,0,0,0,225,0,0,0,0,77,1,0
352620,20,0,10,19,0.5,6,0,659,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,24,0,0
352648,20,1,29,21.2173913,0.5,2,0,30894,68,0,0,36,0,0.130434783,0,0,0,65,0,0,0,0,58,0,0
352681,22,1,6,23.66666667,1,2,1,1087,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,29,0,0
352714,32,1,4,22.66666667,1,1,0,1204,1,0,0,4,0,0,0,0,0,85,0,0,0,0,25,1,0
352769,20,0,2,19,0.5,1,0,941,36,0,1,8,0,0,0,0,0,0,0,0,0,0,60,1,0
352802,22,1,11,21,0.818181818,2,0,2215,3,0,0,9,0,0.2,0,0,0,0,0,0,0,0,32,0,0
352837,23,1,46,22.5,0.641025641,5,0,136488,51,260,1,137,1,0.106060606,0.009446694,1,0,2909,-1,0,0,0,62,0,0
352916,31,1,12,30.16666667,0.5,3,0,61890,16,0,1,1,1,-1.033333333,0.1,0,-1,1788,1,0,0,0,78,1,0
352965,23,1,9,22.28571429,0.75,3,0,22633,161,2,0,20,-1,0.410714286,0.083333333,-1,0,0,0,0,0,0,25,0,0
352981,21,0,3,21,0,2,0,4053,1,0,0,3,0,0.333333333,0,0,0,0,0,0,0,0,14,0,0
353009,18,1,64,19.78846154,0.4,11,0,74721,658,0,0,91,0,0.211538462,0,0,-1,800,7,0,0,0,33,0,0
353023,26,1,6,23.5,0.25,2,0,24146,12,0,0,3,0,0.5,0,0,0,878,0,0,0,0,61,1,0
353114,29,1,31,30.13333333,0.565217391,8,0,25902,442,12,0,3,0,0.066666667,0,0,0,1007,0,0,0,0,80,0,0
353223,25,1,2,24,1,1,0,1981,7,0,1,2,0,0,0,0,0,0,0,0,0,0,49,0,0
353270,28,1,2,34,0,1,0,2896,2,0,0,3,0,1,0,0,0,0,0,0,0,0,62,0,0
353306,29,0,21,22.3,0.904761905,13,0,9645,149,0,1,9,0,0.25,0,0,0,0,0,0,0,0,54,1,0
353385,18,1,10,24.5,0.625,5,0,898,123,0,0,8,0,0.25,0,0,0,0,0,0,0,0,35,0,0
353448,20,1,57,20.52941177,0.631578947,3,1,52758,62,0,1,9,1,0.264705882,0,0,0,4810,0,0,0,0,57,1,0
353452,34,1,3,24,0,1,0,29423,11,0,2,2,0,1,0,0,0,1010,0,0,0,0,34,1,0
353532,20,1,2,29.5,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0
353537,23,1,38,23.57142857,0.529411765,10,0,12415,25,7,0,7,-1,0.071428571,0.029411765,1,-2,421,0,1,0,0,46,0,0
353542,21,0,20,23.45454546,0.416666667,5,1,27121,76,0,0,28,4,-0.545454545,-0.083333333,1,0,2433,3,0,0,0,29,1,0
353677,34,1,4,25,1,4,0,3608,85,0,0,2,2,-1.5,0,2,0,1777,38,0,0,0,8,0,0
353689,23,0,11,21.36363636,0.454545455,2,0,12582,105,0,1,7,0,0.454545455,0,0,0,0,10,0,0,0,16,0,0
353739,21,0,32,25.23809524,0.72,6,3,37994,76,0,1,40,0,0.333333333,0,0,0,0,0,0,0,0,40,0,0
353808,16,1,134,18.98198198,0.403225807,28,0,212,146,1,1,198,-2,0.249839125,0.009525019,1,0,0,0,0,0,0,38,1,0
353889,48,1,2,32,0,2,0,1742,40,0,1,0,0,0,0,0,0,0,0,0,0,0,47,0,0
353897,27,1,5,27.5,0.5,2,0,4444,0,0,0,2,0,0.25,0,0,0,0,0,0,0,0,63,0,0
353964,22,1,1,25,1,1,0,1814,6,0,1,1,0,1,0,0,0,0,0,0,0,0,51,0,0
354103,18,0,4,18.25,0,1,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,42,0,0
354159,23,1,3,24,1,1,0,32786,1,0,1,5,0,0.5,0,0,0,0,0,0,0,0,68,0,0
354231,35,1,13,38.6,1,8,1,15753,1,1,0,8,0,0.4,0,0,0,319,0,0,0,0,76,1,0
354249,18,1,5,21.33333333,0.333333333,3,0,3293,10,0,0,2,3,-0.666666667,-0.666666667,1,0,1343,5,0,0,2,14,0,0
354262,33,1,5,28.66666667,0.5,3,0,26867,26,0,0,3,0,0.166666667,0,0,0,2498,0,0,0,0,33,0,0
354283,26,1,7,25.6,0.4,2,0,7167,0,0,0,1,0,0,0,0,0,0,0,0,0,0,69,0,0
354342,22,1,8,24,0.428571429,2,0,2827,135,0,0,45,0,0.428571429,0,0,0,122,0,0,0,0,29,0,0
354359,29,1,16,24.86666667,0.923076923,2,1,43018,15,1,0,8,0,0.133333333,0,0,1,37,0,0,0,0,94,0,0
354360,44,1,1,23,0,1,0,1416,3,0,1,1,0,1,0,0,0,0,0,0,0,0,29,1,0
354402,18,1,16,18.16666667,0.125,11,1,841,25,0,1,11,-1,0.08974359,0.007352941,0,0,0,0,0,0,0,13,0,0
354403,19,1,3,21,0,1,0,5092,190,0,1,4,0,0.5,0,0,0,0,0,0,0,0,36,1,0
354455,21,1,1,22,0,1,0,377,0,0,0,1,0,0,0,0,0,0,0,0,0,0,27,0,0
354462,21,1,14,20.9,0.3,5,0,10118,164,0,0,0,0,1.1,-0.154545455,-1,0,455,14,0,-1,0,26,1,0
354488,30,1,9,26.57142857,0.555555556,2,0,3420,174,17,0,16,0,0.446428571,0,0,0,384,10,1,0,1,16,0,0
354613,26,1,27,24.19047619,0.666666667,3,0,194585,163,29,2,19,0,0.238095238,0,0,0,3047,0,0,0,0,105,1,0
354624,30,1,6,28,1,1,0,11298,0,0,0,6,0,0.333333333,0,0,0,579,0,0,0,0,43,0,0
354674,23,1,10,22.75,0.428571429,1,0,15342,59,0,1,9,0,0.25,0,0,0,318,0,0,0,0,65,1,0
354691,30,1,7,26.25,0,1,0,36415,209,0,2,3,0,0.25,0,0,0,4,1,0,0,0,46,1,0
354768,19,1,73,17.875,0.275362319,18,1,18612,85,0,0,233,6,0.438636364,-0.010351967,1,0,3006,8,0,0,33,17,1,0
354790,23,1,42,21.64285714,0.289473684,6,0,38431,0,7,1,31,0,0.25,0,0,0,191,0,0,0,0,61,0,0
354803,20,1,8,19.6,0.666666667,2,0,28710,7,0,0,0,0,0.2,0,0,0,0,0,0,0,0,36,0,0
354837,21,1,6,20.33333333,1,2,0,5606,37,0,0,29,1,-1.666666667,0.2,0,0,926,15,0,0,0,15,0,0
354861,25,1,28,24,0.583333333,7,0,14539,29,0,1,17,1,-0.045454545,-0.053030303,0,0,1915,2,0,0,0,54,0,0
354942,19,1,16,18.83333333,0.615384615,5,0,64545,354,3,0,21,-1,0.261904762,0.043956044,-1,0,629,2,0,0,0,45,0,0
354971,25,1,3,27.66666667,1,2,0,20719,2,0,1,0,0,0,0,0,0,652,0,0,0,0,76,0,0
355040,21,1,41,19.75,0.525,8,1,24099,23,2,0,134,0,0.185897436,0.025,0,1,3233,-10,0,0,3,23,0,0
355059,37,0,4,31,0.5,3,0,515,6,0,1,2,0,0.5,0,0,0,0,0,0,0,0,60,0,0
355111,20,1,3,17.5,1,2,0,33049,209,0,0,4,-1,-1.25,0,1,0,2934,28,0,0,2,35,0,0
355199,19,1,10,22.14285714,0.375,1,0,15838,13,0,0,5,2,-0.19047619,0.089285714,0,0,2369,0,0,0,2,17,1,0
355289,24,1,101,18.68674699,0.208791209,4,2,20127,48,0,0,7,-1,0.040405525,0.010989011,0,-1,5198,0,0,0,1,15,0,0
355375,32,1,16,30.75,0.214285714,4,1,52919,606,0,1,0,0,0.125,0,0,0,9447,133,0,0,0,58,0,0
355494,17,0,1,17,0,1,0,1210,4,0,0,6,0,0,0,0,0,333,0,0,0,0,5,0,0
355557,16,0,37,20.79310345,0.6,10,0,124,6,0,0,6,2,0.293103448,-0.017647059,0,0,0,0,0,0,0,6,0,0
355669,20,1,1,20,0,1,0,2025,287,0,2,8,0,1,0,0,0,408,19,0,0,0,9,0,0
355755,20,1,4,22,1,1,0,147,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20,0,0
355766,15,1,7,16.25,0.142857143,2,0,2017,88,1,0,1,6,0.25,0.142857143,1,0,1577,64,1,0,0,5,0,0
355926,26,1,8,21.66666667,0.428571429,4,0,13415,9,0,1,6,0,0.333333333,0,0,0,0,0,0,0,0,47,0,0
356210,23,1,4,21.33333333,0.75,2,0,1415,16,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,34,0,0
356235,25,1,11,24.85714286,0.444444444,3,0,12556,12,0,0,3,0,0.285714286,0,0,0,216,2,0,0,0,59,1,0
356324,21,1,7,20.4,0.75,1,0,28588,73,0,0,3,0,0.4,0,0,0,781,0,0,0,0,22,0,0
356382,31,1,1,24,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,45,0,0
356403,33,1,32,31.78947368,0.708333333,7,1,198,0,2,0,1,1,-0.099415205,0.012681159,0,0,0,0,0,0,0,75,0,0
356481,23,0,12,26.57142857,0.875,3,0,33113,11,0,1,21,-1,0.946428571,0.097222222,0,0,0,0,0,0,0,47,1,0
356540,23,0,6,25,1,3,0,8520,0,0,0,9,0,0.4,0,0,0,0,0,0,0,0,55,1,0
356575,24,0,46,26.18181818,0.864864865,4,0,16850,95,0,1,40,1,0.212121212,0,1,-1,96,0,0,0,0,40,0,0
356605,21,1,14,21.83333333,0.857142857,3,0,4686,53,1,1,4,0,0.166666667,0,0,0,0,0,0,0,0,29,0,0
356666,16,0,51,18.8,0.791666667,18,0,3727,56,0,0,66,-1,0.266666667,0.011666667,0,0,0,0,0,0,0,25,0,0
356824,27,1,4,19,1,1,0,628,0,0,0,9,0,0,0,0,0,0,0,0,0,0,75,0,0
356857,32,1,5,28.33333333,0.25,2,0,2542,0,0,0,1,0,0.666666667,0,0,0,0,0,0,0,0,79,0,0
356874,37,1,22,36.81818182,0.789473684,8,1,907,2,0,1,4,0,0.181818182,0,0,0,0,0,0,0,0,36,0,0
356983,38,1,1,24,0,1,0,3029,0,0,1,1,0,1,0,0,0,0,0,0,0,0,53,0,0
357089,23,0,1,20,1,1,0,10607,0,0,0,2,0,0,0,0,0,0,0,0,0,0,71,1,0
357123,17,1,43,18.5,0.738095238,12,0,23903,213,0,0,20,-1,0.418918919,0.017165006,0,0,0,0,0,0,0,23,0,0
357140,26,1,9,25.28571429,0.857142857,1,0,65570,0,2,1,10,0,0.428571429,0,0,0,3595,0,0,0,0,47,0,0
357145,20,1,23,21,0.571428571,3,1,55743,21,1,1,18,2,0.352941177,-0.028571429,0,0,2436,0,0,0,0,81,1,0
357161,30,1,7,28.25,1,1,0,9945,57,0,1,0,0,0.25,0,0,0,0,0,0,0,0,74,1,0
357171,25,1,5,21.5,0.25,1,0,13655,1,0,1,5,0,0.25,0,0,0,228,0,0,0,0,25,1,0
357263,22,1,29,23.07142857,0.545454546,9,0,14454,550,0,0,266,2,0.302197802,0.021645022,0,0,302,6,0,0,1,35,1,0
357266,25,1,13,21.6,0.9,3,0,30870,117,0,1,3,0,0.5,0,0,0,0,0,0,0,0,36,1,0
357273,33,1,7,34.33333333,0.25,1,0,29910,303,0,1,3,0,0,0,0,0,1764,7,0,0,0,81,1,0
357352,25,1,6,23.8,1,1,0,14500,2,0,0,22,0,0.4,0,0,0,0,0,0,0,0,58,1,0
357441,24,1,21,22.73333333,0.5625,3,0,44945,64,0,0,6,-1,0.266666667,0,0,0,2324,0,0,0,0,41,1,0
357547,23,1,5,25.66666667,0.333333333,3,0,16307,1,1,1,12,0,0.666666667,0,0,0,0,0,0,0,0,54,1,0
357761,28,1,7,29.25,1,1,0,33505,30,3,1,4,-1,1.05,0,0,0,38,0,0,0,0,70,1,0
357776,28,1,4,26.75,0.5,4,1,2830,91,1,1,12,0,0.5,0,0,0,0,0,0,0,0,46,0,0
357822,22,1,35,24.46666667,0.774193548,14,0,20160,45,2,1,6,0,0.233333333,0,0,0,0,0,0,0,0,49,0,0
357905,28,1,21,26.64285714,0.842105263,3,0,139424,25,0,1,59,1,0.412087912,0.00877193,0,0,2896,1,0,0,0,61,1,0
358046,29,1,1,27,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,63,1,0
358054,21,1,12,21,0.9,1,0,0,0,0,0,7,0,0.428571429,0,0,0,0,0,0,0,0,76,1,0
358079,23,1,2,21,1,1,0,30390,46,0,0,3,0,0,0,0,0,0,0,0,0,0,45,1,0
358139,27,1,5,22.2,0.8,2,0,13313,18,0,0,2,0,0.2,0,0,0,0,0,0,0,0,42,1,0
358160,28,1,6,24.2,0.8,2,0,14560,6,0,1,25,0,0,0,0,0,0,0,0,0,0,50,1,0
358162,28,1,3,31.5,0.5,2,0,1516,0,0,1,19,0,0.5,0,0,0,116,0,0,0,0,64,1,0
358281,26,1,32,26.85,0.814814815,4,0,28112,96,28,0,32,2,-0.044736842,-0.031339031,0,0,1239,2,0,0,0,65,1,0
358366,22,1,8,25.83333333,1,2,0,17373,142,3,1,21,0,0.5,0,0,0,1963,0,0,0,0,45,1,0
358492,23,1,20,23.82352941,0.684210526,2,0,81017,0,0,1,244,0,0.529411765,0,0,0,5394,0,0,0,11,71,0,0
358512,18,1,19,18.1,0.9375,3,0,12811,20,3,0,16,0,0.2,0,0,0,0,0,0,0,0,48,0,0
358577,25,1,21,22.52631579,0.52631579,1,0,17939,0,1,0,6,0,0.473684211,0,0,0,1164,0,0,0,0,71,1,0
358640,29,1,13,22.9,1,1,0,8848,8,0,0,29,0,0.2,0,0,0,0,0,0,0,0,32,1,0
358686,23,1,8,21.16666667,0.571428571,3,1,54959,82,4,0,7,1,0,0.071428571,1,0,2369,6,0,0,1,71,1,0
358729,29,1,55,25.05882353,0.409090909,19,0,77306,61,87,0,432,0,0.264705882,0,0,0,3137,1,0,0,-1,49,0,0
358778,18,1,1,18,0,1,0,84,0,0,1,1,0,0,0,0,0,0,0,0,0,0,21,1,0
358792,23,1,9,22.14285714,0.555555556,3,0,9395,11,0,0,3,0,0.285714286,0,0,0,0,0,0,0,0,28,1,0
358862,29,1,7,28,0.75,1,0,63482,68,0,1,11,0,0,0,0,0,2417,4,0,0,0,54,1,0
